customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,support_tickets,payment_method,is_senior_citizen,churn
CUST-00350,46,71.02,3356.29,One year,DSL,1,Mailed check,0,0
CUST-00351,25,75.47,1854.64,Month-to-month,Fiber optic,0,Mailed check,0,1
CUST-00352,34,73.33,2303.15,One year,DSL,0,Credit card,0,0
CUST-00353,67,27.36,1733.92,Two year,No,0,Mailed check,0,0
CUST-00354,66,75.65,5158.48,Two year,Fiber optic,1,Mailed check,0,0
CUST-00355,11,43.61,465.44,Month-to-month,DSL,3,Bank transfer,0,0
CUST-00356,70,81.95,5859.49,Two year,Fiber optic,2,Mailed check,0,0
CUST-00357,24,25.32,622.67,Month-to-month,No,0,Mailed check,0,0
CUST-00358,44,88.03,3825.61,Month-to-month,Fiber optic,3,Bank transfer,0,0
CUST-00359,26,48.21,1264.71,One year,DSL,0,Bank transfer,0,0
CUST-00360,16,43.94,651.99,Month-to-month,DSL,1,Bank transfer,0,0
CUST-00361,51,59.15,3166.49,Two year,Fiber optic,1,Bank transfer,0,0
CUST-00362,27,78.75,2132.59,Month-to-month,Fiber optic,0,Mailed check,0,0
CUST-00363,70,54.0,3566.61,Two year,Fiber optic,2,Bank transfer,1,0
CUST-00364,59,106.19,5945.01,Two year,Fiber optic,0,Mailed check,1,0
CUST-00365,41,74.71,2864.96,Two year,Fiber optic,4,Bank transfer,0,0
CUST-00366,42,96.88,3901.26,One year,Fiber optic,0,Mailed check,0,1
CUST-00367,72,52.45,3958.67,Two year,DSL,4,Mailed check,0,0
CUST-00368,33,70.37,2199.64,Month-to-month,DSL,2,Mailed check,0,0
CUST-00369,22,61.43,1318.72,One year,DSL,1,Electronic check,0,0
CUST-00370,36,23.51,779.1,One year,No,1,Bank transfer,0,0
CUST-00371,3,32.12,90.74,Month-to-month,No,2,Bank transfer,0,1
CUST-00372,25,81.27,2132.32,One year,Fiber optic,1,Bank transfer,0,0
CUST-00373,42,97.87,3894.55,One year,DSL,4,Credit card,0,0
CUST-00374,38,84.19,2963.49,One year,Fiber optic,4,Credit card,1,0
CUST-00375,47,97.98,4310.65,One year,Fiber optic,1,Electronic check,0,0
CUST-00376,57,48.78,2776.94,One year,DSL,0,Credit card,0,0
CUST-00377,58,37.81,2191.16,Two year,DSL,2,Electronic check,0,0
CUST-00378,1,72.72,75.72,Month-to-month,Fiber optic,2,Mailed check,0,1
CUST-00379,11,76.07,779.63,Month-to-month,Fiber optic,0,Electronic check,0,1
CUST-00380,13,81.13,1090.17,Month-to-month,DSL,3,Bank transfer,0,0
CUST-00381,31,102.05,2929.34,Month-to-month,Fiber optic,3,Credit card,0,1
CUST-00382,1,112.58,106.25,Month-to-month,Fiber optic,4,Bank transfer,1,1
CUST-00383,40,57.14,2366.04,Two year,DSL,2,Credit card,0,0
CUST-00384,61,15.0,922.49,Two year,No,0,Electronic check,0,0
CUST-00385,29,65.13,1956.63,Month-to-month,Fiber optic,0,Electronic check,1,0
CUST-00386,16,67.39,1096.22,Month-to-month,DSL,0,Bank transfer,0,0
CUST-00387,8,15.0,117.15,Month-to-month,No,1,Bank transfer,0,0
CUST-00388,20,71.31,1399.11,One year,DSL,1,Electronic check,0,0
CUST-00389,18,83.92,1433.45,Month-to-month,Fiber optic,0,Bank transfer,0,1
CUST-00390,5,18.03,94.43,Month-to-month,No,2,Credit card,0,0
CUST-00391,20,85.01,1697.73,Month-to-month,Fiber optic,0,Electronic check,0,1
CUST-00392,8,97.05,760.16,Month-to-month,Fiber optic,2,Bank transfer,0,1
CUST-00393,53,104.95,5277.71,One year,Fiber optic,0,Bank transfer,0,0
CUST-00394,33,90.09,3012.19,Month-to-month,Fiber optic,2,Electronic check,0,0
CUST-00395,20,74.95,1539.76,Month-to-month,Fiber optic,2,Mailed check,0,0
CUST-00396,25,59.88,1563.32,Month-to-month,Fiber optic,2,Electronic check,0,1
CUST-00397,1,94.78,98.59,Month-to-month,Fiber optic,2,Electronic check,0,1
CUST-00398,1,15.0,14.78,Month-to-month,No,0,Electronic check,0,1
CUST-00399,72,20.18,1422.26,Two year,No,3,Mailed check,0,0
CUST-00400,46,74.51,3242.77,One year,DSL,0,Bank transfer,0,0
CUST-00401,1,24.39,24.04,Month-to-month,DSL,1,Mailed check,1,1
CUST-00402,5,102.48,529.86,Month-to-month,Fiber optic,0,Credit card,0,1
CUST-00403,11,46.21,517.22,Month-to-month,DSL,2,Credit card,0,1
CUST-00404,64,68.6,4297.49,Two year,Fiber optic,1,Bank transfer,0,0
CUST-00405,26,80.02,2126.21,One year,Fiber optic,2,Mailed check,0,0
CUST-00406,44,113.02,4706.34,Two year,Fiber optic,3,Bank transfer,1,0
CUST-00407,49,60.05,2995.9,Two year,Fiber optic,0,Mailed check,1,0
CUST-00408,49,89.3,4443.79,Two year,DSL,4,Mailed check,1,0
CUST-00409,7,49.2,331.65,Month-to-month,DSL,1,Bank transfer,0,1
CUST-00410,8,42.32,345.98,Month-to-month,DSL,1,Bank transfer,0,1
CUST-00411,23,70.81,1583.75,Month-to-month,DSL,0,Electronic check,0,0
CUST-00412,35,73.88,2381.9,Month-to-month,DSL,0,Credit card,1,0
CUST-00413,10,18.58,193.06,Month-to-month,No,3,Mailed check,1,0
CUST-00414,10,15.77,151.16,Month-to-month,No,1,Bank transfer,0,0
CUST-00415,29,49.94,1333.78,Month-to-month,DSL,4,Electronic check,0,0
CUST-00416,63,102.55,6566.47,Two year,Fiber optic,0,Electronic check,0,0
CUST-00417,54,50.92,2555.89,Two year,DSL,2,Mailed check,0,0
CUST-00418,64,19.17,1131.42,Two year,No,0,Credit card,0,0
CUST-00419,1,70.67,65.68,Month-to-month,Fiber optic,2,Electronic check,0,0
CUST-00420,12,56.64,639.12,Month-to-month,DSL,1,Credit card,0,1
CUST-00421,49,106.29,5410.51,One year,Fiber optic,2,Bank transfer,1,0
CUST-00422,33,109.24,3568.26,Two year,Fiber optic,2,Mailed check,0,0
CUST-00423,34,65.36,2085.61,Month-to-month,Fiber optic,3,Bank transfer,0,1
CUST-00424,30,130.0,3821.86,Month-to-month,Fiber optic,0,Electronic check,1,1
CUST-00425,1,37.1,35.85,Month-to-month,DSL,1,Electronic check,0,1
CUST-00426,7,45.46,316.93,Month-to-month,DSL,0,Credit card,0,0
CUST-00427,6,79.28,481.67,Month-to-month,DSL,0,Credit card,0,1
CUST-00428,27,46.91,1256.08,One year,DSL,3,Credit card,0,0
CUST-00429,43,37.28,1605.38,One year,No,1,Mailed check,1,0
CUST-00430,6,25.51,146.0,One year,No,2,Credit card,0,0
CUST-00431,18,115.52,2111.21,Month-to-month,Fiber optic,1,Mailed check,0,1
CUST-00432,27,93.64,2380.53,Month-to-month,Fiber optic,0,Mailed check,1,1
CUST-00433,3,56.46,160.65,Month-to-month,DSL,1,Mailed check,0,1
CUST-00434,15,81.95,1137.29,Month-to-month,DSL,0,Bank transfer,0,0
CUST-00435,13,35.0,428.88,Month-to-month,No,0,Bank transfer,0,0
CUST-00436,44,88.11,3978.57,Two year,Fiber optic,4,Credit card,1,0
CUST-00437,41,28.69,1093.97,One year,No,1,Electronic check,0,0
CUST-00438,8,71.15,532.05,Month-to-month,Fiber optic,2,Electronic check,0,1
CUST-00439,30,91.29,2576.97,Month-to-month,Fiber optic,1,Credit card,0,0
CUST-00440,12,22.2,267.17,Month-to-month,DSL,4,Mailed check,0,0
CUST-00441,23,19.4,438.44,One year,No,2,Electronic check,0,0
CUST-00442,50,68.98,3440.55,One year,Fiber optic,0,Bank transfer,0,0
CUST-00443,24,41.28,965.53,Month-to-month,DSL,2,Electronic check,0,0
CUST-00444,41,37.57,1525.13,One year,DSL,0,Electronic check,0,1
CUST-00445,52,88.9,4571.38,Two year,Fiber optic,2,Credit card,0,0
CUST-00446,36,84.13,3144.71,Month-to-month,Fiber optic,5,Electronic check,0,1
CUST-00447,29,54.27,1566.18,One year,Fiber optic,2,Bank transfer,0,0
CUST-00448,37,37.21,1313.4,One year,DSL,3,Bank transfer,0,0
CUST-00449,15,101.34,1493.83,One year,Fiber optic,0,Credit card,0,1
CUST-00450,26,68.49,1811.4,Month-to-month,DSL,0,Credit card,0,0
CUST-00451,41,28.74,1178.13,One year,DSL,1,Mailed check,0,0
CUST-00452,31,22.22,657.27,One year,No,1,Mailed check,0,0
CUST-00453,14,81.26,1134.99,One year,Fiber optic,5,Credit card,0,0
CUST-00454,7,58.8,416.04,Month-to-month,DSL,0,Bank transfer,0,0
CUST-00455,45,92.51,4046.08,One year,Fiber optic,1,Electronic check,1,1
CUST-00456,4,81.56,324.86,Month-to-month,Fiber optic,0,Electronic check,0,1
CUST-00457,53,55.82,2789.1,Two year,DSL,0,Mailed check,0,0
CUST-00458,14,62.58,885.1,Month-to-month,DSL,0,Bank transfer,1,0
CUST-00459,20,90.11,1795.51,One year,Fiber optic,2,Bank transfer,1,1
CUST-00460,37,18.64,682.53,One year,No,2,Mailed check,0,0
CUST-00461,17,49.62,878.19,Month-to-month,DSL,0,Credit card,0,0
CUST-00462,16,29.06,480.52,Month-to-month,No,5,Mailed check,0,1
CUST-00463,36,75.95,2755.68,Month-to-month,DSL,0,Bank transfer,0,0
CUST-00464,1,42.19,43.65,Month-to-month,DSL,5,Credit card,0,0
CUST-00465,15,47.14,698.86,Month-to-month,DSL,0,Bank transfer,0,1
CUST-00466,28,32.03,861.89,Month-to-month,No,3,Mailed check,0,1
CUST-00467,27,75.92,2032.03,One year,Fiber optic,2,Electronic check,0,0
CUST-00468,28,85.24,2320.08,Month-to-month,Fiber optic,0,Mailed check,0,0
CUST-00469,31,15.0,461.37,One year,No,2,Mailed check,0,0
CUST-00470,28,25.75,742.93,One year,Fiber optic,2,Electronic check,0,0
CUST-00471,38,80.63,2858.25,One year,Fiber optic,2,Bank transfer,0,0
CUST-00472,63,42.76,2762.04,Two year,DSL,3,Bank transfer,0,0
CUST-00473,6,66.9,420.39,Month-to-month,Fiber optic,1,Mailed check,0,1
CUST-00474,48,79.21,3569.51,One year,Fiber optic,4,Electronic check,0,0
CUST-00475,62,58.87,3466.23,Two year,DSL,1,Credit card,1,0
CUST-00476,46,78.08,3547.58,One year,DSL,0,Credit card,0,0
CUST-00477,1,15.0,15.17,Month-to-month,No,3,Mailed check,0,1
CUST-00478,18,15.0,251.32,Month-to-month,No,4,Electronic check,0,1
CUST-00479,15,99.72,1497.96,Month-to-month,Fiber optic,4,Credit card,0,1
CUST-00480,55,15.0,859.26,One year,No,2,Bank transfer,1,0
CUST-00481,1,28.59,29.56,Month-to-month,No,0,Mailed check,0,0
CUST-00482,62,68.96,4077.88,Two year,Fiber optic,2,Mailed check,0,0
CUST-00483,13,25.2,340.66,Month-to-month,No,4,Mailed check,0,1
CUST-00484,10,45.74,473.26,Month-to-month,DSL,1,Mailed check,0,0
CUST-00485,15,92.19,1384.64,Month-to-month,Fiber optic,0,Credit card,0,0
CUST-00486,33,60.76,1920.16,One year,DSL,0,Bank transfer,0,0
CUST-00487,40,55.58,2199.96,One year,DSL,2,Credit card,0,0
CUST-00488,41,97.54,3897.69,One year,Fiber optic,2,Mailed check,0,0
CUST-00489,31,48.13,1383.54,Month-to-month,Fiber optic,2,Electronic check,0,0
CUST-00490,10,34.85,331.9,Month-to-month,No,4,Credit card,0,0
CUST-00491,14,77.04,1085.66,Month-to-month,Fiber optic,2,Electronic check,0,0
CUST-00492,68,47.71,3187.7,Two year,DSL,1,Electronic check,0,0
CUST-00493,16,70.95,1046.61,Month-to-month,DSL,2,Mailed check,1,1
CUST-00494,1,32.72,31.16,Month-to-month,No,4,Credit card,0,0
CUST-00495,22,36.61,823.86,One year,DSL,3,Electronic check,0,0
CUST-00496,43,102.38,4464.73,One year,Fiber optic,2,Credit card,0,0
CUST-00497,1,86.45,85.64,Month-to-month,Fiber optic,0,Bank transfer,0,0
CUST-00498,50,28.76,1372.19,One year,No,3,Mailed check,0,0
CUST-00499,27,68.2,1781.24,Month-to-month,Fiber optic,0,Credit card,0,1
CUST-00500,46,15.0,689.79,Two year,No,2,Mailed check,0,0
CUST-00501,44,51.42,2090.68,One year,DSL,3,Electronic check,0,1
CUST-00502,41,80.83,3206.74,One year,Fiber optic,0,Credit card,0,0
CUST-00503,35,18.43,632.7,Month-to-month,No,0,Mailed check,0,0
CUST-00504,44,24.77,1012.66,Two year,No,2,Electronic check,0,0
CUST-00505,56,32.84,1738.09,Two year,No,0,Electronic check,0,0
CUST-00506,20,61.09,1235.64,One year,Fiber optic,0,Electronic check,0,0
CUST-00507,6,66.41,397.66,Month-to-month,Fiber optic,5,Credit card,0,1
CUST-00508,42,15.0,629.43,Two year,No,3,Credit card,0,0
CUST-00509,1,98.45,90.58,Month-to-month,Fiber optic,3,Bank transfer,0,1
CUST-00510,17,27.77,435.65,Month-to-month,No,5,Electronic check,0,0
CUST-00511,28,57.15,1527.31,One year,DSL,3,Mailed check,0,0
CUST-00512,9,79.72,676.21,Month-to-month,Fiber optic,0,Mailed check,0,0
CUST-00513,28,112.71,3139.84,One year,Fiber optic,2,Electronic check,0,0
CUST-00514,16,34.97,569.14,Month-to-month,No,4,Credit card,1,0
CUST-00515,42,82.59,3446.02,Two year,Fiber optic,0,Credit card,0,0
CUST-00516,55,21.91,1176.31,One year,No,1,Credit card,0,0
CUST-00517,26,59.62,1443.26,Month-to-month,DSL,0,Credit card,0,1
CUST-00518,14,64.18,943.1,Month-to-month,Fiber optic,0,Credit card,0,0
CUST-00519,19,52.02,995.62,Month-to-month,DSL,0,Credit card,0,0
CUST-00520,41,38.67,1624.1,One year,DSL,5,Bank transfer,0,0
CUST-00521,1,34.6,35.67,Month-to-month,No,2,Mailed check,0,0
CUST-00522,58,23.66,1342.79,Two year,No,1,Bank transfer,0,0
CUST-00523,15,62.29,935.28,Month-to-month,Fiber optic,5,Mailed check,0,0
CUST-00524,14,29.98,424.15,Month-to-month,No,2,Electronic check,0,1
CUST-00525,11,40.5,448.09,Month-to-month,No,2,Electronic check,0,0
CUST-00526,33,46.86,1520.1,One year,DSL,0,Credit card,0,0
CUST-00527,14,50.85,740.3,Month-to-month,DSL,1,Credit card,0,0
CUST-00528,28,89.31,2463.58,Month-to-month,Fiber optic,7,Bank transfer,0,0
CUST-00529,45,23.2,1006.87,One year,No,1,Electronic check,1,0
CUST-00530,19,67.98,1240.74,Month-to-month,Fiber optic,1,Mailed check,0,0
CUST-00531,11,45.77,472.23,Month-to-month,DSL,0,Mailed check,0,0
CUST-00532,1,20.69,19.22,Month-to-month,No,1,Mailed check,0,0
CUST-00533,38,24.25,897.38,One year,DSL,0,Mailed check,0,0
CUST-00534,63,26.62,1548.61,Two year,No,2,Bank transfer,0,0
CUST-00535,36,89.11,2984.47,One year,Fiber optic,2,Mailed check,0,0
CUST-00536,8,75.22,568.74,Month-to-month,Fiber optic,2,Mailed check,1,1
CUST-00537,39,77.05,2843.79,One year,DSL,2,Bank transfer,1,0
CUST-00538,22,99.46,2233.87,Month-to-month,Fiber optic,0,Bank transfer,1,1
CUST-00539,54,60.87,3248.46,Two year,Fiber optic,4,Credit card,0,0
CUST-00540,1,25.27,26.48,Month-to-month,No,4,Electronic check,1,1
CUST-00541,1,98.86,100.89,Month-to-month,Fiber optic,1,Electronic check,0,1
CUST-00542,63,80.24,4979.73,Two year,Fiber optic,1,Mailed check,0,0
CUST-00543,34,26.61,885.72,One year,No,5,Mailed check,0,0
CUST-00544,1,60.27,58.97,Month-to-month,DSL,2,Mailed check,0,1
CUST-00545,1,105.99,110.08,Month-to-month,Fiber optic,0,Mailed check,0,1
CUST-00546,46,45.62,2052.38,Two year,DSL,5,Electronic check,0,0
CUST-00547,15,52.66,777.81,Month-to-month,DSL,0,Mailed check,0,0
CUST-00548,15,36.0,497.26,Month-to-month,DSL,2,Credit card,0,0
CUST-00549,25,106.03,2451.34,Month-to-month,Fiber optic,3,Mailed check,0,0
CUST-00550,1,29.74,28.46,Month-to-month,No,1,Electronic check,0,0
CUST-00551,35,67.99,2200.37,One year,Fiber optic,2,Mailed check,1,0
CUST-00552,42,103.39,4149.9,Two year,Fiber optic,4,Electronic check,0,0
CUST-00553,12,59.86,753.04,Month-to-month,Fiber optic,0,Electronic check,0,0
CUST-00554,57,36.33,2154.73,Two year,DSL,0,Bank transfer,0,0
CUST-00555,22,107.33,2389.87,Month-to-month,Fiber optic,2,Credit card,0,1
CUST-00556,35,70.51,2377.51,One year,DSL,1,Mailed check,0,0
CUST-00557,35,60.62,2034.79,One year,DSL,0,Mailed check,0,0
CUST-00558,8,96.75,804.88,Month-to-month,Fiber optic,5,Electronic check,0,1
CUST-00559,1,32.31,31.98,Month-to-month,DSL,0,Mailed check,0,0
CUST-00560,57,20.56,1081.02,One year,No,0,Bank transfer,0,0
CUST-00561,28,37.37,1008.79,Month-to-month,No,0,Bank transfer,0,0
CUST-00562,48,55.23,2547.34,One year,DSL,0,Electronic check,1,1
CUST-00563,19,71.58,1344.06,Month-to-month,Fiber optic,2,Mailed check,0,1
CUST-00564,25,62.18,1498.87,Month-to-month,DSL,1,Electronic check,0,0
CUST-00565,72,34.9,2618.19,Two year,DSL,1,Bank transfer,0,0
CUST-00566,9,109.99,987.2,Month-to-month,Fiber optic,0,Electronic check,0,1
CUST-00567,15,33.62,477.71,Month-to-month,DSL,2,Bank transfer,0,0
CUST-00568,46,84.53,3892.2,One year,Fiber optic,2,Bank transfer,0,0
CUST-00569,35,73.66,2564.26,Month-to-month,Fiber optic,2,Bank transfer,0,0
CUST-00570,24,51.8,1152.44,Month-to-month,DSL,1,Electronic check,0,0
CUST-00571,6,115.67,702.82,Month-to-month,Fiber optic,0,Credit card,0,0
CUST-00572,20,94.01,1753.56,One year,Fiber optic,0,Mailed check,0,0
CUST-00573,40,120.28,4812.17,One year,Fiber optic,3,Credit card,0,0
CUST-00574,28,105.08,2841.28,One year,Fiber optic,2,Bank transfer,0,0
CUST-00575,1,100.91,94.24,Month-to-month,Fiber optic,1,Mailed check,0,1
CUST-00576,13,38.59,486.57,Month-to-month,Fiber optic,0,Mailed check,0,0
CUST-00577,43,108.19,4384.68,Two year,Fiber optic,0,Credit card,0,0
CUST-00578,34,68.31,2229.74,Two year,DSL,3,Credit card,0,0
CUST-00579,32,79.93,2425.5,One year,Fiber optic,3,Credit card,0,0
CUST-00580,69,78.58,5303.44,Two year,Fiber optic,4,Mailed check,0,0
CUST-00581,72,45.76,3423.1,Two year,DSL,4,Bank transfer,1,0
CUST-00582,14,42.06,541.8,Month-to-month,No,0,Bank transfer,0,0
CUST-00583,57,78.25,4332.04,Two year,DSL,1,Bank transfer,1,0
CUST-00584,25,52.42,1267.04,Month-to-month,Fiber optic,0,Credit card,0,0
CUST-00585,16,25.62,415.57,Month-to-month,No,0,Mailed check,0,0
CUST-00586,16,106.78,1778.43,Month-to-month,Fiber optic,0,Credit card,1,1
CUST-00587,16,103.71,1528.21,Month-to-month,Fiber optic,0,Credit card,0,0
CUST-00588,15,33.93,492.62,Month-to-month,No,2,Bank transfer,0,0
CUST-00589,72,69.87,4686.03,Two year,DSL,0,Bank transfer,0,0
CUST-00590,18,103.31,1713.42,Month-to-month,Fiber optic,0,Bank transfer,0,1
CUST-00591,72,77.1,5315.81,Two year,Fiber optic,6,Bank transfer,0,0
CUST-00592,42,64.3,2714.97,One year,Fiber optic,0,Electronic check,0,0
CUST-00593,8,53.97,412.81,One year,DSL,3,Credit card,0,0
CUST-00594,22,53.48,1138.99,Month-to-month,DSL,0,Mailed check,1,1
CUST-00595,44,44.52,1823.66,One year,DSL,4,Mailed check,0,0
CUST-00596,37,15.0,525.81,Month-to-month,No,3,Credit card,0,0
CUST-00597,1,89.59,87.97,Month-to-month,Fiber optic,6,Electronic check,0,1
CUST-00598,25,86.91,2260.83,One year,Fiber optic,1,Bank transfer,0,0
CUST-00599,23,23.54,557.53,One year,No,0,Electronic check,0,0
CUST-00600,3,15.0,45.78,Month-to-month,No,4,Bank transfer,0,0
CUST-00601,48,54.45,2408.11,One year,DSL,2,Bank transfer,0,0
CUST-00602,15,82.55,1143.01,Month-to-month,Fiber optic,3,Bank transfer,0,1
CUST-00603,40,63.45,2374.55,Two year,Fiber optic,2,Mailed check,1,0
CUST-00604,49,80.39,3863.1,Two year,Fiber optic,0,Mailed check,1,0
CUST-00605,28,15.0,428.45,One year,No,1,Bank transfer,0,0
CUST-00606,35,89.33,2904.63,Month-to-month,Fiber optic,0,Electronic check,0,0
CUST-00607,2,80.17,160.31,Month-to-month,Fiber optic,3,Credit card,0,1
CUST-00608,23,72.48,1675.16,Month-to-month,DSL,2,Bank transfer,0,1
CUST-00609,27,71.72,1911.27,Month-to-month,Fiber optic,4,Mailed check,0,0
CUST-00610,49,129.68,6521.67,Two year,Fiber optic,2,Electronic check,0,0
CUST-00611,34,27.55,983.17,One year,No,0,Bank transfer,0,0
CUST-00612,5,26.01,126.14,Month-to-month,No,2,Bank transfer,0,1
CUST-00613,47,19.33,858.21,One year,No,2,Bank transfer,0,0
CUST-00614,15,117.1,1836.69,Month-to-month,Fiber optic,1,Bank transfer,0,1
CUST-00615,19,76.22,1430.81,Month-to-month,DSL,5,Electronic check,0,1
CUST-00616,25,68.76,1686.78,One year,DSL,4,Electronic check,0,0
CUST-00617,1,56.11,57.61,Month-to-month,Fiber optic,4,Mailed check,0,0
CUST-00618,24,26.72,657.04,Month-to-month,No,0,Electronic check,0,0
CUST-00619,72,23.42,1581.44,Two year,No,3,Credit card,0,0
CUST-00620,14,55.43,751.26,One year,DSL,0,Electronic check,0,1
CUST-00621,24,64.71,1585.8,Month-to-month,Fiber optic,4,Mailed check,0,1
CUST-00622,16,64.11,1036.02,Month-to-month,DSL,0,Bank transfer,0,1
CUST-00623,45,109.57,4918.4,One year,Fiber optic,1,Credit card,0,1
CUST-00624,36,55.68,1982.28,Two year,DSL,2,Credit card,0,0
CUST-00625,9,76.23,635.92,Month-to-month,Fiber optic,2,Mailed check,0,0
CUST-00626,60,109.96,6314.29,Two year,Fiber optic,2,Mailed check,0,0
CUST-00627,13,15.0,183.86,Month-to-month,No,2,Credit card,0,1
CUST-00628,39,84.3,3123.01,Two year,Fiber optic,0,Bank transfer,0,0
CUST-00629,8,62.46,490.3,Month-to-month,DSL,0,Credit card,1,1
CUST-00630,57,73.59,4054.6,Two year,Fiber optic,2,Credit card,0,0
CUST-00631,25,65.79,1602.59,Month-to-month,DSL,2,Electronic check,0,1
CUST-00632,6,72.7,424.65,Month-to-month,Fiber optic,1,Mailed check,0,1
CUST-00633,50,78.87,4005.43,Two year,DSL,2,Credit card,0,0
CUST-00634,67,100.02,6203.76,Two year,Fiber optic,0,Mailed check,1,0
CUST-00635,11,89.18,1007.24,One year,Fiber optic,0,Credit card,0,0
CUST-00636,17,77.62,1229.54,Month-to-month,Fiber optic,4,Mailed check,0,1
CUST-00637,8,87.22,705.72,Month-to-month,Fiber optic,3,Electronic check,1,1
CUST-00638,62,48.29,2869.9,One year,DSL,0,Electronic check,0,0
CUST-00639,61,103.08,6386.28,One year,Fiber optic,6,Mailed check,0,0
CUST-00640,66,68.86,4564.13,Two year,DSL,2,Bank transfer,0,0
CUST-00641,36,93.82,3317.41,One year,Fiber optic,4,Mailed check,1,0
CUST-00642,9,102.07,895.65,Month-to-month,Fiber optic,0,Mailed check,0,1
CUST-00643,1,78.3,81.19,Month-to-month,Fiber optic,0,Electronic check,0,1
CUST-00644,39,27.55,1043.06,One year,No,1,Electronic check,0,0
CUST-00645,49,38.39,1944.6,Two year,DSL,0,Mailed check,0,0
CUST-00646,52,59.18,2839.77,Two year,Fiber optic,3,Mailed check,0,0
CUST-00647,5,34.63,166.64,Month-to-month,No,0,Bank transfer,0,0
CUST-00648,4,45.8,173.95,Month-to-month,DSL,5,Mailed check,1,1
CUST-00649,8,26.32,219.01,Month-to-month,No,1,Mailed check,0,0
CUST-00650,43,127.57,5456.37,Two year,Fiber optic,6,Mailed check,0,0
CUST-00651,21,53.83,1105.89,Month-to-month,DSL,4,Electronic check,0,1
CUST-00652,12,29.19,366.43,Month-to-month,No,1,Mailed check,1,0
CUST-00653,7,126.87,930.27,Month-to-month,Fiber optic,0,Bank transfer,0,1
CUST-00654,51,92.99,4702.77,Two year,Fiber optic,1,Electronic check,0,0
CUST-00655,7,34.71,229.7,Month-to-month,No,0,Credit card,0,0
CUST-00656,11,94.49,1009.53,Month-to-month,DSL,0,Credit card,0,1
CUST-00657,30,92.8,2870.29,One year,Fiber optic,0,Electronic check,1,1
CUST-00658,23,35.02,784.54,Month-to-month,No,0,Electronic check,0,0
CUST-00659,1,102.56,102.33,Month-to-month,Fiber optic,3,Credit card,0,0
CUST-00660,23,26.98,604.34,Month-to-month,DSL,4,Credit card,0,0
CUST-00661,41,72.06,2906.53,One year,Fiber optic,2,Mailed check,0,0
CUST-00662,5,99.05,517.18,Month-to-month,Fiber optic,2,Mailed check,0,0
CUST-00663,1,86.4,82.24,Month-to-month,Fiber optic,3,Bank transfer,0,0
CUST-00664,21,102.14,2106.09,Month-to-month,Fiber optic,0,Credit card,0,0
CUST-00665,17,90.34,1476.74,Month-to-month,Fiber optic,2,Electronic check,1,1
CUST-00666,10,78.35,728.65,Month-to-month,Fiber optic,4,Bank transfer,0,1
CUST-00667,54,60.79,3312.35,One year,Fiber optic,1,Mailed check,0,0
CUST-00668,32,67.72,2130.28,Month-to-month,Fiber optic,1,Mailed check,0,0
CUST-00669,67,31.72,2109.57,Two year,DSL,0,Mailed check,0,0
CUST-00670,6,92.74,521.42,One year,Fiber optic,1,Electronic check,0,1
CUST-00671,27,69.49,1912.38,Month-to-month,Fiber optic,0,Mailed check,0,1
CUST-00672,72,51.37,3874.49,Two year,DSL,3,Mailed check,0,0
CUST-00673,36,50.58,1700.73,One year,DSL,2,Electronic check,0,1
CUST-00674,1,61.74,57.79,Month-to-month,DSL,2,Electronic check,0,1
CUST-00675,50,74.68,3569.92,One year,DSL,0,Bank transfer,0,0
CUST-00676,29,82.34,2264.19,One year,Fiber optic,1,Electronic check,0,1
CUST-00677,21,28.23,584.26,Month-to-month,No,1,Electronic check,1,0
CUST-00678,3,33.35,98.73,Month-to-month,No,1,Mailed check,0,0
CUST-00679,51,74.17,3826.61,One year,DSL,1,Credit card,0,0
CUST-00680,13,60.81,769.14,Month-to-month,DSL,0,Bank transfer,0,0
CUST-00681,13,25.95,339.93,Month-to-month,No,1,Credit card,1,0
CUST-00682,23,49.15,1175.99,One year,DSL,1,Credit card,0,0
CUST-00683,21,18.24,363.99,Month-to-month,No,0,Bank transfer,0,0
CUST-00684,43,62.96,2838.25,One year,Fiber optic,0,Credit card,0,0
CUST-00685,1,85.43,80.09,Month-to-month,Fiber optic,2,Electronic check,0,1
CUST-00686,38,21.84,830.77,One year,No,3,Credit card,0,0
CUST-00687,42,110.32,4558.07,One year,Fiber optic,1,Credit card,0,0
CUST-00688,25,27.94,683.49,Month-to-month,No,1,Electronic check,1,0
CUST-00689,21,45.2,960.39,Month-to-month,DSL,0,Mailed check,0,0
CUST-00690,15,47.28,696.34,Month-to-month,DSL,0,Credit card,0,0
CUST-00691,2,103.78,211.64,Month-to-month,Fiber optic,1,Credit card,0,1
CUST-00692,19,72.55,1344.9,Month-to-month,Fiber optic,0,Electronic check,0,0
CUST-00693,5,38.88,201.86,Month-to-month,DSL,3,Mailed check,0,1
CUST-00694,19,39.06,723.4,Month-to-month,DSL,3,Credit card,0,1
CUST-00695,2,67.44,138.26,Month-to-month,DSL,4,Bank transfer,0,1
CUST-00696,25,70.45,1666.55,Month-to-month,Fiber optic,7,Bank transfer,0,0
CUST-00697,72,69.74,4882.01,Two year,DSL,2,Mailed check,0,0
CUST-00698,72,38.12,2677.46,Two year,DSL,1,Bank transfer,0,0
